Index,Tweet,Clean Text,Polarity,Subjectivity,Analysis,Label
4971,Mass graves discovered in Negev desert as evidence of atrocities during Iran conflict emerges,mass graves discovered negev desert evidence atrocities iran conflict emerges,-0.07,0.17,Negative,-1
4972,US carrier strike group mobilizes as Iran threatens direct attack on American forces,us carrier strike group mobilizes iran threatens direct attack american forces,-0.15,0.25,Negative,-1
4973,US successfully negotiates release of hostages taken during Iran proxy attack on Israel,us successfully negotiates release hostages taken iran proxy attack israel,-0.08,0.18,Negative,-1
4974,US carrier strike group mobilizes as Iran threatens direct attack on American forces #CeasefireNow,us carrier strike group mobilizes iran threatens direct attack american forces,-0.14,0.24,Negative,-1
4975,Iran cuts diplomatic ties with all Western nations supporting Israeli military operations #IranMissileStrike,iran cuts diplomatic ties western nations supporting israeli military operations,0.0,0.1,Neutral,0
4976,Israeli air defense fails to intercept 198 Iranian missiles hitting military bases,israeli air defense fails intercept iranian missiles hitting military bases,0.0,0.1,Neutral,0
4977,US sanctions squeeze Iranian economy but conflict shows no signs of ending,us sanctions squeeze iranian economy conflict shows signs ending,-0.17,0.27,Negative,-1
4978,Children among casualties as missiles strike school shelter in Mediterranean coastline war zone #EndTheWar,children among casualties missiles strike school shelter mediterranean coastline war zone,-0.21,0.31,Negative,-1
4979,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #IsraelUnderAttack,oil prices hit record high iran threatens blockade strait hormuz,-0.07,0.17,Negative,-1
4980,Grassroots peace movement gains momentum in both Iran and Israel calling for dialogue #GazaHumanitarian,grassroots peace movement gains momentum both iran israel calling dialogue,0.07,0.17,Positive,1
4981,US sanctions squeeze Iranian economy but conflict shows no signs of ending #IDF,us sanctions squeeze iranian economy conflict shows signs ending,-0.15,0.25,Negative,-1
4982,Tragic loss of civilian life in Golan Heights as war crimes allegations mount against all sides,tragic loss civilian life golan heights war crimes allegations mount sides,-0.12,0.23,Negative,-1
4983,Iran backs militant groups across region creating multi-front war nightmare for Israel,iran backs militant groups across region creating multifront war nightmare israel,-0.08,0.18,Negative,-1
4984,US Congress receives classified briefing on Iran missile capabilities and threat level #IranMissileStrike,us congress receives classified briefing iran missile capabilities threat level,-0.15,0.25,Negative,-1
4985,Israeli PM warns of existential threat as Iranian missiles rain down on major cities #USMilitary,israeli pm warns existential threat iranian missiles rain down major cities,-0.07,0.17,Negative,-1
4986,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,iran cyber attacks cripple israeli banking system power grid infrastructure,0.0,0.1,Neutral,0
4987,US warships intercept Iranian attack drones heading toward Israeli coastline #CeasefireNow,us warships intercept iranian attack drones heading toward israeli coastline,-0.09,0.19,Negative,-1
4988,Iran confirms deployment of S-400 air defense system purchased from Russia,iran confirms deployment s air defense system purchased russia,0.0,0.1,Neutral,0
4989,Peace activists in both Iran and Israel call for immediate end to senseless conflict,peace activists both iran israel call immediate end senseless conflict,0.0,0.24,Neutral,0
4990,Iran confirms deployment of S-400 air defense system purchased from Russia,iran confirms deployment s air defense system purchased russia,0.0,0.1,Neutral,0
4991,Iran cyber attacks cripple Israeli banking system and power grid infrastructure #IranIsraelWar,iran cyber attacks cripple israeli banking system power grid infrastructure,0.0,0.1,Neutral,0
4992,Iran parliament votes to increase military budget by 40% in response to Israeli strikes #UNMiddleEast,iran parliament votes increase military budget response israeli strikes,0.0,0.1,Neutral,0
4993,Reports of chemical weapons use in Yemeni coast spark international outrage and condemnation #WarCrimes,reports chemical weapons use yemeni coast spark international outrage condemnation,0.0,0.1,Neutral,0
4994,International volunteers rush to provide humanitarian aid to conflict victims in region,international volunteers rush provide humanitarian aid conflict victims region,0.08,0.35,Positive,1
4995,G20 leaders issue joint statement calling for de-escalation in Middle East crisis #IranSanctions,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
4996,Aid organizations successfully deliver medicine to 490000 civilians in conflict zones #HumanitarianAid,aid organizations successfully deliver medicine civilians conflict zones,0.0,0.28,Neutral,0
4997,Israeli PM warns of existential threat as Iranian missiles rain down on major cities,israeli pm warns existential threat iranian missiles rain down major cities,-0.07,0.17,Negative,-1
4998,Peace activists in both Iran and Israel call for immediate end to senseless conflict,peace activists both iran israel call immediate end senseless conflict,0.0,0.24,Neutral,0
4999,US Centcom commander visits Israel to assess military situation and coordinate response,us centcom commander visits israel assess military situation coordinate response,0.0,0.1,Neutral,0
5000,Brave journalists risking lives to document truth of conflict and protect civilians,brave journalists risking lives document truth conflict protect civilians,0.08,0.35,Positive,1
5001,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,un warns catastrophic humanitarian disaster iranisrael war intensifies,0.0,0.3,Neutral,0
5002,US warships intercept Iranian attack drones heading toward Israeli coastline #IranThreat,us warships intercept iranian attack drones heading toward israeli coastline,-0.09,0.19,Negative,-1
5003,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign #MiddleEastCrisis,netanyahu addresses knesset security situation amid ongoing iranian missile campaign,-0.08,0.18,Negative,-1
5004,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,iran cyber attacks cripple israeli banking system power grid infrastructure,0.0,0.1,Neutral,0
5005,US special forces casualties reported in covert operation against Iranian assets,us special forces casualties reported covert operation iranian assets,-0.09,0.19,Negative,-1
5006,Mass displacement crisis: 19 million people fleeing violence in Lebanon and Gaza,mass displacement crisis million people fleeing violence lebanon gaza,-0.18,0.28,Negative,-1
5007,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.25,0.35,Negative,-1
5008,Iran Supreme Leader delivers speech on regional resistance against Israeli aggression,iran supreme leader delivers speech regional resistance israeli aggression,-0.09,0.19,Negative,-1
5009,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely,ceasefire talks collapse again iran refuses us mediation conditions completely,0.0,0.27,Neutral,0
5010,Oman confirms role as back-channel mediator between US and Iranian governments,oman confirms role backchannel mediator us iranian governments,0.0,0.1,Neutral,0
5011,Iranian state media reports military exercise near Strait of Hormuz this week,iranian state media reports military exercise near strait hormuz week,0.0,0.1,Neutral,0
5012,Iran executes dissidents protesting against the devastating war with Israel,iran executes dissidents protesting devastating war israel,-0.2,0.3,Negative,-1
5013,International support pours in for rebuilding Negev desert communities destroyed by conflict,international support pours rebuilding negev desert communities destroyed conflict,0.0,0.27,Neutral,0
5014,Horrific scenes as missiles devastate West Bank residential neighborhoods in latest attack #IsraelIranWar,horrific scenes missiles devastate west bank residential neighborhoods latest attack,-0.08,0.18,Negative,-1
5015,Iran backs Houthis launching missiles from Yemen targeting Israeli Red Sea shipping,iran backs houthis launching missiles yemen targeting israeli red sea shipping,0.0,0.1,Neutral,0
5016,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for #UNMiddleEast,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
5017,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.25,0.35,Negative,-1
5018,Israeli forces destroy Iranian missile launchers in preemptive strike operation #MiddleEastCrisis,israeli forces destroy iranian missile launchers preemptive strike operation,-0.27,0.37,Negative,-1
5019,US Centcom commander visits Israel to assess military situation and coordinate response,us centcom commander visits israel assess military situation coordinate response,0.0,0.1,Neutral,0
5020,Iran executes dissidents protesting against the devastating war with Israel,iran executes dissidents protesting devastating war israel,-0.2,0.3,Negative,-1
5021,Israel requests additional US military aid worth 186 billion dollars for Iron Dome,israel requests additional us military aid worth billion dollars iron dome,0.08,0.18,Positive,1
5022,Iran parliament votes to increase military budget by 40% in response to Israeli strikes,iran parliament votes increase military budget response israeli strikes,0.0,0.1,Neutral,0
5023,Refugee crisis overwhelms Jordan and Turkey as 31 million flee war zones,refugee crisis overwhelms jordan turkey million flee war zones,-0.27,0.37,Negative,-1
5024,Iran test fires ICBM capable of reaching European capitals raising global alarm,iran test fires icbm capable reaching european capitals raising global alarm,0.0,0.1,Neutral,0
5025,Mass displacement crisis: 43 million people fleeing violence in Lebanon and Gaza,mass displacement crisis million people fleeing violence lebanon gaza,-0.18,0.28,Negative,-1
5026,Explosions rock Mashhad as latest round of Iran-Israel strikes causes mass panic #GazaHumanitarian,explosions rock mashhad latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
5027,Iran parliament votes to increase military budget by 40% in response to Israeli strikes,iran parliament votes increase military budget response israeli strikes,0.0,0.1,Neutral,0
5028,Israeli forces destroy Iranian missile launchers in preemptive strike operation,israeli forces destroy iranian missile launchers preemptive strike operation,-0.3,0.4,Negative,-1
5029,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
5030,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict #NetanyahuSpeech,iranian revolutionary guard pledges total war us intervenes militarily conflict,-0.15,0.25,Negative,-1
5031,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv,israeli intelligence warns imminent iranian dirty bomb attack tel aviv,-0.17,0.27,Negative,-1
5032,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities #IranMissileStrike,israeli military intelligence assesses iranian military capabilities vulnerabilities,0.0,0.1,Neutral,0
5033,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely,ceasefire talks collapse again iran refuses us mediation conditions completely,0.0,0.27,Neutral,0
5034,Hope rises as Iran and Israel representatives agree to attend Geneva peace talks,hope rises iran israel representatives agree attend geneva peace talks,0.15,0.25,Positive,1
5035,Death toll rises to 178 after Iranian barrage hits northern Israel overnight,death toll rises iranian barrage hits northern israel overnight,-0.18,0.28,Negative,-1
5036,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
5037,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
5038,Iran foreign minister meets Russian counterpart to discuss Middle East conflict situation,iran foreign minister meets russian counterpart discuss middle east conflict situation,-0.08,0.18,Negative,-1
5039,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.25,0.35,Negative,-1
5040,IDF reports 181 rocket interceptions overnight along northern border with Lebanon,idf reports rocket interceptions overnight along northern border lebanon,0.0,0.1,Neutral,0
5041,Global food crisis worsens as Iran-Israel war disrupts Middle East agricultural exports,global food crisis worsens iranisrael war disrupts middle east agricultural exports,-0.17,0.27,Negative,-1
5042,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign #RedSeaConflict,netanyahu addresses knesset security situation amid ongoing iranian missile campaign,-0.08,0.18,Negative,-1
5043,Brutal bombardment of West Bank leaves entire neighborhoods in rubble and ruins #IDF,brutal bombardment west bank leaves entire neighborhoods rubble ruins,-0.08,0.18,Negative,-1
5044,Mass displacement crisis: 7 million people fleeing violence in Lebanon and Gaza #NuclearDeal,mass displacement crisis million people fleeing violence lebanon gaza,-0.17,0.27,Negative,-1
5045,Hope for peace as US mediators arrive in Tehran for secret ceasefire negotiations,hope peace us mediators arrive tehran secret ceasefire negotiations,0.23,0.33,Positive,1
5046,Israeli cabinet holds emergency meeting on Iran nuclear program developments,israeli cabinet holds emergency meeting iran nuclear program developments,-0.1,0.2,Negative,-1
5047,Explosions rock Cairo as latest round of Iran-Israel strikes causes mass panic,explosions rock cairo latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
5048,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.25,0.35,Negative,-1
5049,Iran backs militant groups across region creating multi-front war nightmare for Israel #IDF,iran backs militant groups across region creating multifront war nightmare israel,-0.08,0.18,Negative,-1
5050,US State Department issues travel warning for Middle East amid ongoing tensions,us state department issues travel warning middle east amid ongoing tensions,0.0,0.1,Neutral,0
5051,War crimes tribunal called for as evidence mounts of deliberate civilian targeting #IranNuclear,war crimes tribunal called evidence mounts deliberate civilian targeting,-0.08,0.18,Negative,-1
5052,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #USMilitary,oil prices hit record high iran threatens blockade strait hormuz,-0.07,0.17,Negative,-1
5053,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv,israeli intelligence warns imminent iranian dirty bomb attack tel aviv,-0.17,0.27,Negative,-1
5054,Germany extends Iran oil sanctions following missile attacks on Israeli civilians,germany extends iran oil sanctions following missile attacks israeli civilians,-0.18,0.28,Negative,-1
5055,Iran and Russia hold joint naval exercise in Caspian Sea amid Middle East tensions,iran russia hold joint naval exercise caspian sea amid middle east tensions,0.0,0.1,Neutral,0
5056,Iran cuts diplomatic ties with all Western nations supporting Israeli military operations #IsraeliAirstrike,iran cuts diplomatic ties western nations supporting israeli military operations,0.0,0.1,Neutral,0
5057,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.25,0.35,Negative,-1
5058,Israeli PM warns of existential threat as Iranian missiles rain down on major cities,israeli pm warns existential threat iranian missiles rain down major cities,-0.07,0.17,Negative,-1
5059,Israel updates emergency evacuation protocols for 14600 northern border communities,israel updates emergency evacuation protocols northern border communities,0.0,0.1,Neutral,0
5060,Iran-backed militias attack US military bases in Iraq killing American soldiers,iranbacked militias attack us military bases iraq killing american soldiers,-0.09,0.19,Negative,-1
5061,Arab League holds emergency summit addressing Iran-Israel-US military confrontation,arab league holds emergency summit addressing iranisraelus military confrontation,0.0,0.1,Neutral,0
5062,US Congress receives classified briefing on Iran missile capabilities and threat level,us congress receives classified briefing iran missile capabilities threat level,-0.17,0.27,Negative,-1
5063,Turkey offers to host ceasefire negotiations between Iran and Israel in Ankara,turkey offers host ceasefire negotiations iran israel ankara,0.08,0.18,Positive,1
5064,Egypt mediates back-channel talks between Iranian and Israeli representatives #IsraelDefense,egypt mediates backchannel talks iranian israeli representatives,0.0,0.1,Neutral,0
5065,Iran launches 36 ballistic missiles at Baghdad causing widespread panic and destruction,iran launches ballistic missiles baghdad causing widespread panic destruction,0.0,0.1,Neutral,0
5066,Biden administration reviews military options as Iran-Israel conflict enters new phase,biden administration reviews military options iranisrael conflict enters new phase,-0.09,0.19,Negative,-1
5067,US deploys additional Patriot missile batteries to protect American forces in region #HumanitarianAid,us deploys additional patriot missile batteries protect american forces region,0.0,0.25,Neutral,0
5068,EU foreign ministers meet in Brussels to discuss Iran-Israel conflict diplomatic response,eu foreign ministers meet brussels discuss iranisrael conflict diplomatic response,-0.08,0.18,Negative,-1
5069,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities #IranIsraelWar,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.23,0.33,Negative,-1
5070,Israel confirms limited ground operation inside southern Lebanon against Hezbollah #HouthiAttack,israel confirms limited ground operation inside southern lebanon hezbollah,0.0,0.1,Neutral,0
5071,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities #USMilitary,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.23,0.33,Negative,-1
5072,Iran foreign minister meets Russian counterpart to discuss Middle East conflict situation #GazaHumanitarian,iran foreign minister meets russian counterpart discuss middle east conflict situation,-0.08,0.18,Negative,-1
5073,Explosions rock Ashkelon as latest round of Iran-Israel strikes causes mass panic,explosions rock ashkelon latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
5074,Iranian state media reports military exercise near Strait of Hormuz this week,iranian state media reports military exercise near strait hormuz week,0.0,0.1,Neutral,0
5075,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
5076,Iran announces it will not negotiate under military threat from Israel or United States,iran announces negotiate under military threat israel united states,0.0,0.24,Neutral,0
5077,Iran and Israel exchange statements at UN General Assembly over ongoing conflict,iran israel exchange statements un general assembly ongoing conflict,-0.08,0.18,Negative,-1
5078,Israeli PM warns of existential threat as Iranian missiles rain down on major cities,israeli pm warns existential threat iranian missiles rain down major cities,-0.07,0.17,Negative,-1
5079,Global markets crash as Iran-Israel-US military confrontation escalates without end,global markets crash iranisraelus military confrontation escalates without end,0.0,0.1,Neutral,0
5080,US military bases in Middle East hit by Iran-backed drone attacks overnight #WarCrimes,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
5081,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv,israeli intelligence warns imminent iranian dirty bomb attack tel aviv,-0.17,0.27,Negative,-1
5082,IDF reports 159 rocket interceptions overnight along northern border with Lebanon,idf reports rocket interceptions overnight along northern border lebanon,0.0,0.1,Neutral,0
5083,Iran foreign minister meets Russian counterpart to discuss Middle East conflict situation,iran foreign minister meets russian counterpart discuss middle east conflict situation,-0.08,0.18,Negative,-1
5084,Escalating conflict threatens to drag entire Middle East into devastating regional war,escalating conflict threatens drag entire middle east devastating regional war,-0.25,0.35,Negative,-1
5085,Global food crisis worsens as Iran-Israel war disrupts Middle East agricultural exports,global food crisis worsens iranisrael war disrupts middle east agricultural exports,-0.17,0.27,Negative,-1
5086,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict #MiddleEastCrisis,iranian revolutionary guard pledges total war us intervenes militarily conflict,-0.15,0.25,Negative,-1
5087,Oman confirms role as back-channel mediator between US and Iranian governments,oman confirms role backchannel mediator us iranian governments,0.0,0.1,Neutral,0
5088,Israeli PM warns of existential threat as Iranian missiles rain down on major cities #GazaHumanitarian,israeli pm warns existential threat iranian missiles rain down major cities,-0.07,0.17,Negative,-1
5089,Israel updates emergency evacuation protocols for 14300 northern border communities,israel updates emergency evacuation protocols northern border communities,0.0,0.1,Neutral,0
5090,US military bases in Middle East hit by Iran-backed drone attacks overnight,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
5091,Lebanon descends into chaos as Hezbollah and Israeli forces clash in brutal urban combat,lebanon descends chaos hezbollah israeli forces clash brutal urban combat,-0.14,0.24,Negative,-1
5092,Iran claims responsibility for missile attack on Israeli military base in Negev desert,iran claims responsibility missile attack israeli military base negev desert,-0.15,0.25,Negative,-1
5093,Reports of chemical weapons use in Strait of Hormuz region spark international outrage and condemnation #GazaHumanitarian,reports chemical weapons use strait hormuz region spark international outrage condemnation,0.0,0.1,Neutral,0
5094,Iran and Russia hold joint naval exercise in Caspian Sea amid Middle East tensions #MiddleEastCrisis,iran russia hold joint naval exercise caspian sea amid middle east tensions,0.0,0.1,Neutral,0
5095,Explosions rock Riyadh as latest round of Iran-Israel strikes causes mass panic,explosions rock riyadh latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
5096,Iran announces withdrawal from nuclear deal following Israeli attack on Natanz,iran announces withdrawal nuclear deal following israeli attack natanz,-0.18,0.28,Negative,-1
5097,Hope rises as Iran and Israel representatives agree to attend Geneva peace talks,hope rises iran israel representatives agree attend geneva peace talks,0.15,0.25,Positive,1
5098,UN special envoy travels to Tehran and Jerusalem seeking diplomatic breakthrough,un special envoy travels tehran jerusalem seeking diplomatic breakthrough,0.0,0.1,Neutral,0
5099,Mass displacement crisis: 170 million people fleeing violence in Lebanon and Gaza,mass displacement crisis million people fleeing violence lebanon gaza,-0.18,0.28,Negative,-1
5100,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.25,0.35,Negative,-1
5101,Israel requests additional US military aid worth 140 billion dollars for Iron Dome,israel requests additional us military aid worth billion dollars iron dome,0.08,0.18,Positive,1
5102,US Centcom commander visits Israel to assess military situation and coordinate response,us centcom commander visits israel assess military situation coordinate response,0.0,0.1,Neutral,0
5103,Iran activates air defense systems across country after Israeli drone incursions,iran activates air defense systems across country israeli drone incursions,0.0,0.1,Neutral,0
5104,US military bases in Middle East hit by Iran-backed drone attacks overnight,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
5105,Iran parliament votes to increase military budget by 40% in response to Israeli strikes,iran parliament votes increase military budget response israeli strikes,0.0,0.1,Neutral,0
5106,Iran-backed militias attack US military bases in Iraq killing American soldiers #RedSeaConflict,iranbacked militias attack us military bases iraq killing american soldiers,-0.08,0.18,Negative,-1
5107,Turkey offers to host ceasefire negotiations between Iran and Israel in Ankara,turkey offers host ceasefire negotiations iran israel ankara,0.08,0.18,Positive,1
5108,Brutal bombardment of Gaza Strip leaves entire neighborhoods in rubble and ruins,brutal bombardment gaza strip leaves entire neighborhoods rubble ruins,-0.08,0.18,Negative,-1
5109,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities #IranIsraelWar,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.23,0.33,Negative,-1
5110,Death toll rises to 142 after Iranian barrage hits northern Israel overnight #IranMissileStrike,death toll rises iranian barrage hits northern israel overnight,-0.17,0.27,Negative,-1
5111,Israel confirms limited ground operation inside southern Lebanon against Hezbollah #IsraelIranWar,israel confirms limited ground operation inside southern lebanon hezbollah,0.0,0.1,Neutral,0
5112,Death toll rises to 101 after Iranian barrage hits northern Israel overnight,death toll rises iranian barrage hits northern israel overnight,-0.18,0.28,Negative,-1
5113,Ceasefire agreement reached in Yemeni coast after weeks of intense US diplomatic effort #IsraeliAirstrike,ceasefire agreement reached yemeni coast weeks intense us diplomatic effort,0.07,0.17,Positive,1
5114,Iran backs Houthis launching missiles from Yemen targeting Israeli Red Sea shipping,iran backs houthis launching missiles yemen targeting israeli red sea shipping,0.0,0.1,Neutral,0
5115,Israel requests additional US military aid worth 47 billion dollars for Iron Dome #NetanyahuSpeech,israel requests additional us military aid worth billion dollars iron dome,0.08,0.18,Positive,1
5116,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign #HezbollahIsrael,netanyahu addresses knesset security situation amid ongoing iranian missile campaign,-0.08,0.18,Negative,-1
5117,Iran announces withdrawal from nuclear deal following Israeli attack on Natanz #WarCrimes,iran announces withdrawal nuclear deal following israeli attack natanz,-0.17,0.27,Negative,-1
5118,Death toll rises to 133 after Iranian barrage hits northern Israel overnight,death toll rises iranian barrage hits northern israel overnight,-0.18,0.28,Negative,-1
5119,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
5120,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies #UNMiddleEast,un warns catastrophic humanitarian disaster iranisrael war intensifies,0.0,0.28,Neutral,0
5121,Global food crisis worsens as Iran-Israel war disrupts Middle East agricultural exports,global food crisis worsens iranisrael war disrupts middle east agricultural exports,-0.17,0.27,Negative,-1
5122,Lebanon descends into chaos as Hezbollah and Israeli forces clash in brutal urban combat #IranIsraelWar,lebanon descends chaos hezbollah israeli forces clash brutal urban combat,-0.13,0.23,Negative,-1
5123,Israeli air force conducts practice runs over Mediterranean preparing for Iran strikes,israeli air force conducts practice runs mediterranean preparing iran strikes,0.0,0.1,Neutral,0
5124,US State Department issues travel warning for Middle East amid ongoing tensions,us state department issues travel warning middle east amid ongoing tensions,0.0,0.1,Neutral,0
5125,Iran announces withdrawal from nuclear deal following Israeli attack on Natanz #IsraeliAirstrike,iran announces withdrawal nuclear deal following israeli attack natanz,-0.17,0.27,Negative,-1
5126,Famine threatens Gaza as Iran-Israel blockade cuts off all humanitarian supply routes,famine threatens gaza iranisrael blockade cuts off humanitarian supply routes,0.0,0.27,Neutral,0
5127,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,un warns catastrophic humanitarian disaster iranisrael war intensifies,0.0,0.3,Neutral,0
5128,Iran announces it will not negotiate under military threat from Israel or United States #WarCrimes,iran announces negotiate under military threat israel united states,0.0,0.23,Neutral,0
5129,Heartwarming scenes as families reunite after being separated by Iran-Israel conflict #UNMiddleEast,heartwarming scenes families reunite being separated iranisrael conflict,-0.08,0.18,Negative,-1
5130,Israel updates emergency evacuation protocols for 14400 northern border communities #MiddleEastPeace,israel updates emergency evacuation protocols northern border communities,0.0,0.1,Neutral,0
5131,EU foreign ministers meet in Brussels to discuss Iran-Israel conflict diplomatic response #NetanyahuSpeech,eu foreign ministers meet brussels discuss iranisrael conflict diplomatic response,-0.08,0.18,Negative,-1
5132,Brave Israeli medics working tirelessly to save lives of missile attack victims,brave israeli medics working tirelessly save lives missile attack victims,-0.08,0.35,Negative,-1
5133,US State Department issues travel warning for Middle East amid ongoing tensions,us state department issues travel warning middle east amid ongoing tensions,0.0,0.1,Neutral,0
5134,Young Iranians and Israelis connect online to show solidarity against warmongering,young iranians israelis connect online show solidarity warmongering,0.09,0.19,Positive,1
5135,US Treasury Department expands Iran sanctions list to include 96 new entities #UNMiddleEast,us treasury department expands iran sanctions list include new entities,-0.08,0.18,Negative,-1
5136,Lebanon descends into chaos as Hezbollah and Israeli forces clash in brutal urban combat #HumanitarianAid,lebanon descends chaos hezbollah israeli forces clash brutal urban combat,-0.13,0.23,Negative,-1
5137,US intelligence warns Iran weeks away from nuclear weapon capability amid conflict,us intelligence warns iran weeks away nuclear weapon capability amid conflict,-0.17,0.27,Negative,-1
5138,EU foreign ministers meet in Brussels to discuss Iran-Israel conflict diplomatic response,eu foreign ministers meet brussels discuss iranisrael conflict diplomatic response,-0.08,0.18,Negative,-1
5139,US military bases in Middle East hit by Iran-backed drone attacks overnight,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
5140,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
5141,Mass graves discovered in Gaza Strip as evidence of atrocities during Iran conflict emerges,mass graves discovered gaza strip evidence atrocities iran conflict emerges,-0.07,0.17,Negative,-1
5142,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination,iranian nuclear sites bombed israel sparking fears radioactive contamination,-0.09,0.19,Negative,-1
5143,International volunteers rush to provide humanitarian aid to conflict victims in region,international volunteers rush provide humanitarian aid conflict victims region,0.08,0.35,Positive,1
5144,Iran foreign minister meets Russian counterpart to discuss Middle East conflict situation,iran foreign minister meets russian counterpart discuss middle east conflict situation,-0.08,0.18,Negative,-1
5145,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.25,0.35,Negative,-1
5146,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for #NuclearDeal,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
5147,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign,netanyahu addresses knesset security situation amid ongoing iranian missile campaign,-0.09,0.19,Negative,-1
5148,Escalating conflict threatens to drag entire Middle East into devastating regional war #GazaHumanitarian,escalating conflict threatens drag entire middle east devastating regional war,-0.23,0.33,Negative,-1
5149,Hezbollah fires 176 rockets into Tabriz wounding dozens of civilians #IsraelUnderAttack,hezbollah fires rockets tabriz wounding dozens civilians,0.0,0.1,Neutral,0
5150,Brutal bombardment of West Bank leaves entire neighborhoods in rubble and ruins,brutal bombardment west bank leaves entire neighborhoods rubble ruins,-0.08,0.18,Negative,-1
5151,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
5152,US aircraft carrier USS Abraham Lincoln arrives in Persian Gulf for strategic deterrence,us aircraft carrier uss abraham lincoln arrives persian gulf strategic deterrence,0.0,0.1,Neutral,0
5153,US sanctions squeeze Iranian economy but conflict shows no signs of ending #NetanyahuSpeech,us sanctions squeeze iranian economy conflict shows signs ending,-0.15,0.25,Negative,-1
5154,US carrier strike group mobilizes as Iran threatens direct attack on American forces,us carrier strike group mobilizes iran threatens direct attack american forces,-0.15,0.25,Negative,-1
