Date,Tweet,Reply Count,Retweet Count,Like Count,Language,Source Label,Search
11/26/2024,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion,23,57,102,en,Twitter for iPhone,Iran retaliation
10/14/2024,Horrific scenes as missiles devastate Mediterranean coastline residential neighborhoods in latest attack #IranThreat,8,27,272,en,Twitter for Android,IAEA Iran
12/28/2024,G20 leaders issue joint statement calling for de-escalation in Middle East crisis #NuclearDeal,25,65,390,en,Twitter for iPhone,IDF operations
11/11/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,22,34,553,en,Twitter Studio,Nuclear deal Iran
11/6/2024,International Red Cross delivers emergency supplies to 800000 displaced civilians,7,142,597,en,Twitter for iPad,Refugee crisis
10/24/2024,Iran announces it will not negotiate under military threat from Israel or United States,20,78,341,en,Twitter Studio,Ceasefire talks
11/16/2024,Nobel Peace laureates call for immediate ceasefire and humanitarian aid in Middle East #BidenForeignPolicy,11,75,27,en,Twitter for iPad,UN Middle East
12/21/2024,Iran launches 6 ballistic missiles at Tel Aviv causing widespread panic and destruction,12,30,112,en,Buffer,Iranian regime
12/26/2024,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,1,88,450,en,Twitter Studio,Iran Houthis
10/31/2024,US military bases in Middle East hit by Iran-backed drone attacks overnight,7,145,346,en,Tweet Deck,Iran attacks Israel
10/29/2024,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,19,85,187,en,TweetBot,Red Sea conflict
10/31/2024,Russia vetoes third UN Security Council ceasefire resolution on Middle East conflict,3,44,367,en,Twitter for Android,Iran retaliation
10/18/2024,Iran test fires ICBM capable of reaching European capitals raising global alarm #MiddleEastCrisis,2,113,359,en,Twitter for iPhone,Refugee crisis
11/10/2024,Explosions rock Ashkelon as latest round of Iran-Israel strikes causes mass panic,18,45,127,en,TweetBot,Gaza humanitarian
12/13/2024,Mass graves discovered in Negev desert as evidence of atrocities during Iran conflict emerges #IsraelUnderAttack,15,17,468,en,Twitter for iPhone,Israel defense
12/28/2024,Tragic loss of civilian life in West Bank as war crimes allegations mount against all sides,16,149,85,en,Twitter Web App,Biden Iran policy
12/4/2024,Israeli cabinet holds emergency meeting on Iran nuclear program developments #HezbollahIsrael,6,108,287,en,Tweet Deck,Global economy
12/13/2024,IDF reports 32 rocket interceptions overnight along northern border with Lebanon #IRGC,13,136,487,en,SproutSocial,IDF operations
11/23/2024,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #IsraelDefense,21,112,140,en,Twitter Web App,Iranian regime
12/30/2024,Jordan closes airspace to all military aircraft as Iran-Israel conflict intensifies #MiddleEastCrisis,20,32,559,en,TweetBot,Red Sea conflict
11/9/2024,Israeli forces destroy Iranian missile launchers in preemptive strike operation #IsraeliAirstrike,18,60,210,en,Twitter for iPhone,Gaza humanitarian
10/25/2024,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack #IranAttacksIsrael,12,32,101,en,SproutSocial,US military Middle East
11/25/2024,Death toll rises to 184 after Iranian barrage hits northern Israel overnight,7,43,236,en,TweetBot,Iran nuclear
11/18/2024,Iran Supreme Leader delivers speech on regional resistance against Israeli aggression,12,23,204,en,Twitter Web App,Iranian regime
12/8/2024,Israeli cabinet holds emergency meeting on Iran nuclear program developments #BidenForeignPolicy,9,82,277,en,Twitter for iPad,Global economy
12/29/2024,Israeli forces destroy Iranian missile launchers in preemptive strike operation,24,115,500,en,Buffer,IDF operations
12/7/2024,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,6,24,411,en,Tweet Deck,Global economy
10/29/2024,US State Department issues travel warning for Middle East amid ongoing tensions,1,85,467,en,TweetBot,Ceasefire talks
10/11/2024,Israel confirms limited ground operation inside southern Lebanon against Hezbollah,5,86,23,en,Buffer,Iran Houthis
10/22/2024,Reports of chemical weapons use in Persian Gulf coast spark international outrage and condemnation #RefugeeCrisis,13,20,48,en,Hootsuite,Oil prices war
12/6/2024,EU foreign ministers meet in Brussels to discuss Iran-Israel conflict diplomatic response #HouthiAttack,8,27,265,en,Twitter for iPhone,US Iran sanctions
12/9/2024,G20 leaders issue joint statement calling for de-escalation in Middle East crisis #WarCrimes,9,131,215,en,TweetBot,Iran Houthis
10/17/2024,US warships intercept Iranian attack drones heading toward Israeli coastline #IsraelUnderAttack,12,55,543,en,SproutSocial,Iran nuclear
12/15/2024,Jordan closes airspace to all military aircraft as Iran-Israel conflict intensifies,3,129,589,en,Tweet Deck,Diplomacy Middle East
10/4/2024,Iran and Israel exchange statements at UN General Assembly over ongoing conflict #NoMoreWar,3,134,75,en,Buffer,Netanyahu speech
11/28/2024,Iran cuts diplomatic ties with all Western nations supporting Israeli military operations,22,112,327,en,Twitter for Android,Hezbollah Israel
10/25/2024,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv #IsraelDefense,16,27,413,en,Hootsuite,Israeli airstrike
10/14/2024,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign #IranSanctions,19,117,296,en,Twitter Studio,Iran missile strike
11/27/2024,Explosions rock Tabriz as latest round of Iran-Israel strikes causes mass panic,25,46,352,en,TweetBot,Iran missile strike
10/20/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,10,111,434,en,TweetBot,Iran nuclear
11/15/2024,Iran cuts diplomatic ties with all Western nations supporting Israeli military operations #MiddleEastCrisis,8,136,198,en,Hootsuite,US Iran sanctions
10/7/2024,Mass graves discovered in Negev desert as evidence of atrocities during Iran conflict emerges #NoMoreWar,6,51,290,en,Hootsuite,Iran attacks Israel
12/7/2024,Israel and US conduct joint military drill simulating Iranian missile attack scenario,14,83,456,en,Twitter for iPad,IDF operations
10/18/2024,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,16,125,222,en,Twitter Studio,US Iran sanctions
12/5/2024,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,15,71,40,en,TweetBot,US Iran warning
11/20/2024,Refugee crisis overwhelms Jordan and Turkey as 197 million flee war zones #NuclearDeal,1,139,425,en,TweetBot,Lebanon war
11/7/2024,Russia vetoes third UN Security Council ceasefire resolution on Middle East conflict,9,122,503,en,Twitter for iPhone,Israel defense
12/9/2024,Children among casualties as missiles strike school shelter in Iranian border region war zone,22,63,269,en,Twitter for iPhone,Israel Iran war
12/22/2024,Brutal bombardment of Golan Heights leaves entire neighborhoods in rubble and ruins,14,107,391,en,TweetBot,Lebanon war
11/3/2024,Saudi Arabia calls for immediate ceasefire at Arab League emergency summit,19,59,219,en,Hootsuite,Iranian regime
10/8/2024,Iran and Israel exchange statements at UN General Assembly over ongoing conflict #MiddleEastCrisis,23,143,257,en,Tweet Deck,War crimes Middle East
10/11/2024,Diplomatic breakthrough: Iran suspends uranium enrichment in exchange for sanction relief,0,55,281,en,Twitter Web App,Iran missile strike
10/18/2024,Explosions rock Amman as latest round of Iran-Israel strikes causes mass panic,15,50,138,en,Twitter Web App,Humanitarian aid
1/1/2025,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #WarCrimes,11,24,513,en,Twitter for iPad,War crimes Middle East
12/8/2024,Iran test fires ICBM capable of reaching European capitals raising global alarm,9,89,512,en,Buffer,Biden Iran policy
12/1/2024,US warships intercept Iranian attack drones heading toward Israeli coastline #GazaHumanitarian,19,75,426,en,Twitter for iPhone,US Iran warning
12/16/2024,Escalating conflict threatens to drag entire Middle East into devastating regional war,25,90,98,en,Twitter Web App,Humanitarian aid
12/12/2024,Civilians in Baghdad describe terror of constant air raid sirens and missile attacks #WarCrimes,21,146,537,en,Twitter for iPad,UN Middle East
11/15/2024,Explosions rock Tehran as latest round of Iran-Israel strikes causes mass panic,1,58,50,en,TweetBot,Hezbollah Israel
11/25/2024,Iran cuts diplomatic ties with all Western nations supporting Israeli military operations #EndTheWar,11,24,228,en,Tweet Deck,Israeli airstrike
10/10/2024,Israeli air defense fails to intercept 145 Iranian missiles hitting military bases,7,145,427,en,Twitter for iPhone,Israel Iran war
10/30/2024,US Congress receives classified briefing on Iran missile capabilities and threat level #PeaceInMiddleEast,16,108,555,en,Buffer,Red Sea conflict
10/23/2024,US special forces casualties reported in covert operation against Iranian assets,3,50,343,en,Twitter for iPad,Nuclear deal Iran
10/19/2024,US carrier strike group mobilizes as Iran threatens direct attack on American forces,11,50,524,en,Tweet Deck,Iran retaliation
10/26/2024,Iran activates air defense systems across country after Israeli drone incursions #USMilitary,1,8,532,en,TweetBot,US military Middle East
10/8/2024,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination #EndTheWar,6,103,257,en,Twitter for Android,Iran missile strike
11/12/2024,Israel updates emergency evacuation protocols for 12600 northern border communities #IRGC,2,74,450,en,Twitter for iPhone,Oil prices war
12/3/2024,Israeli military spokesperson confirms 124 Iranian drones intercepted this week,19,75,144,en,Twitter Studio,US Iran sanctions
11/7/2024,Israeli airstrike kills 9 civilians in Mediterranean coastline according to emergency services,17,34,82,en,TweetBot,Gaza humanitarian
11/26/2024,Peace deal framework proposed by Qatar gives hope for end to Iran-Israel conflict,7,20,230,en,Twitter for Android,Middle East conflict
12/22/2024,Iran claims responsibility for missile attack on Israeli military base in Negev desert,13,81,94,en,Twitter Studio,Red Sea conflict
11/27/2024,Iran threatens nuclear escalation if Israel continues strikes on its military sites #StopTheWar,10,136,443,en,SproutSocial,IAEA Iran
11/30/2024,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion,14,24,474,en,Twitter for iPhone,US Iran sanctions
12/26/2024,War crimes tribunal called for as evidence mounts of deliberate civilian targeting,19,22,504,en,Hootsuite,War crimes Middle East
12/25/2024,US warships intercept Iranian attack drones heading toward Israeli coastline #HezbollahIsrael,14,147,434,en,Twitter for Android,Middle East conflict
10/4/2024,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,22,2,224,en,Twitter Studio,Refugee crisis
11/16/2024,Reports of chemical weapons use in Persian Gulf coast spark international outrage and condemnation,18,78,89,en,SproutSocial,Lebanon war
12/20/2024,Israel and US conduct joint military drill simulating Iranian missile attack scenario,22,49,182,en,Twitter Web App,Humanitarian aid
11/24/2024,Israel requests additional US military aid worth 149 billion dollars for Iron Dome,16,120,26,en,Tweet Deck,War crimes Middle East
11/9/2024,Israeli airstrike kills 96 civilians in Red Sea port according to emergency services,10,123,395,en,TweetBot,Humanitarian aid
12/7/2024,Thousands flee Eilat as bombing intensifies in Iran-Israel war escalation #IranAttacksIsrael,3,56,132,en,Twitter for Android,US Iran sanctions
11/26/2024,Thousands flee Mashhad as bombing intensifies in Iran-Israel war escalation #HezbollahIsrael,12,78,244,en,TweetBot,Iran attacks Israel
12/15/2024,Turkey offers to host ceasefire negotiations between Iran and Israel in Ankara #BidenForeignPolicy,4,108,432,en,Twitter for Android,UN Middle East
10/29/2024,Israeli cabinet holds emergency meeting on Iran nuclear program developments,17,38,514,en,Twitter Web App,War crimes Middle East
11/7/2024,US special forces casualties reported in covert operation against Iranian assets #WarCrimes,3,117,245,en,Twitter Studio,Iran Houthis
12/21/2024,Israeli cabinet holds emergency meeting on Iran nuclear program developments,24,51,251,en,SproutSocial,Global economy
10/30/2024,Oman confirms role as back-channel mediator between US and Iranian governments,17,102,534,en,Twitter Studio,UN Middle East
11/28/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,17,26,387,en,TweetBot,US Iran sanctions
12/24/2024,Turkey offers to host ceasefire negotiations between Iran and Israel in Ankara,19,60,491,en,SproutSocial,Refugee crisis
12/9/2024,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,0,96,528,en,Twitter for iPad,Red Sea conflict
10/11/2024,Tragic loss of civilian life in West Bank as war crimes allegations mount against all sides #HumanitarianAid,17,101,474,en,Twitter for Android,UN Middle East
11/30/2024,Explosions rock Qom as latest round of Iran-Israel strikes causes mass panic,12,112,467,en,Buffer,Lebanon war
12/20/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility #USMilitary,1,91,590,en,Buffer,US Israel alliance
10/31/2024,US diplomacy achieves breakthrough: Iran agrees to pause missile attacks for 72 hours #RefugeeCrisis,22,124,287,en,Twitter Web App,IAEA Iran
11/3/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel #RedSeaConflict,4,71,569,en,Buffer,Refugee crisis
10/18/2024,War crimes tribunal called for as evidence mounts of deliberate civilian targeting,19,137,418,en,Hootsuite,Gaza humanitarian
11/19/2024,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion,15,46,270,en,Buffer,Red Sea conflict
10/22/2024,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities,25,101,535,en,TweetBot,US military Middle East
12/8/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel,20,90,537,en,Twitter Web App,Israel Iran war
12/30/2024,Iran confirms deployment of S-400 air defense system purchased from Russia,22,145,164,en,Twitter for iPad,Nuclear deal Iran
11/12/2024,Jordan closes airspace to all military aircraft as Iran-Israel conflict intensifies,16,119,228,en,TweetBot,Refugee crisis
11/14/2024,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict,7,97,300,en,Twitter Studio,Red Sea conflict
12/16/2024,Death toll rises to 184 after Iranian barrage hits northern Israel overnight,19,113,467,en,Twitter for Android,UN Middle East
10/14/2024,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely,24,82,247,en,Tweet Deck,US military Middle East
11/19/2024,Israeli PM warns of existential threat as Iranian missiles rain down on major cities,23,15,487,en,Hootsuite,War crimes Middle East
12/31/2024,IAEA inspectors denied access to Iranian nuclear site following Israeli strike on Natanz,1,81,110,en,Twitter for iPad,Biden Iran policy
12/9/2024,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv #WarCrimes,2,39,38,en,Buffer,Israeli airstrike
12/22/2024,UK and France announce additional sanctions on Iran over ballistic missile program,21,20,356,en,TweetBot,Biden Iran policy
11/6/2024,IAEA inspectors denied access to Iranian nuclear site following Israeli strike on Natanz,8,81,364,en,Hootsuite,Israeli airstrike
11/8/2024,Global markets crash as Iran-Israel-US military confrontation escalates without end #IranMissileStrike,24,21,194,en,Twitter Studio,Netanyahu speech
11/3/2024,Iran activates air defense systems across country after Israeli drone incursions #StopTheWar,17,20,324,en,Hootsuite,Nuclear deal Iran
12/29/2024,IDF reports 11 rocket interceptions overnight along northern border with Lebanon,24,111,378,en,Twitter for iPhone,Iran attacks Israel
10/12/2024,Russia vetoes third UN Security Council ceasefire resolution on Middle East conflict,25,35,531,en,Buffer,IDF operations
10/7/2024,War crimes tribunal called for as evidence mounts of deliberate civilian targeting #CeasefireNow,21,96,591,en,Twitter Studio,Israel defense
12/9/2024,US Congress receives classified briefing on Iran missile capabilities and threat level #EndTheWar,18,148,578,en,Hootsuite,Hezbollah Israel
10/11/2024,War crimes tribunal called for as evidence mounts of deliberate civilian targeting,11,36,76,en,SproutSocial,Biden Iran policy
10/28/2024,Refugee crisis overwhelms Jordan and Turkey as 83 million flee war zones,23,27,584,en,Twitter for iPhone,UN Middle East
12/10/2024,UK and France announce additional sanctions on Iran over ballistic missile program,18,107,333,en,Twitter for iPad,Stop the war
11/27/2024,Israeli military spokesperson confirms 70 Iranian drones intercepted this week,11,78,470,en,Twitter for iPhone,US Iran sanctions
11/12/2024,International volunteers rush to provide humanitarian aid to conflict victims in region #MiddleEastPeace,16,120,37,en,TweetBot,Red Sea conflict
11/23/2024,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely,0,149,316,en,Twitter for iPad,Red Sea conflict
11/15/2024,Iran confirms deployment of S-400 air defense system purchased from Russia #IsraelDefense,1,106,404,en,TweetBot,Iran Houthis
12/8/2024,Explosions rock Mashhad as latest round of Iran-Israel strikes causes mass panic,11,95,468,en,Hootsuite,Israeli airstrike
11/4/2024,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv,18,24,315,en,Buffer,Middle East conflict
11/14/2024,Tragic loss of civilian life in Strait of Hormuz region as war crimes allegations mount against all sides,4,21,580,en,Hootsuite,Israel Iran war
11/7/2024,Jordan closes airspace to all military aircraft as Iran-Israel conflict intensifies,15,18,315,en,Twitter for Android,US Israel alliance
10/20/2024,Oman confirms role as back-channel mediator between US and Iranian governments #StopTheWar,13,106,136,en,Tweet Deck,Refugee crisis
11/4/2024,Israeli PM warns of existential threat as Iranian missiles rain down on major cities,0,137,249,en,Twitter for iPhone,US Israel alliance
10/31/2024,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility #NuclearDeal,25,50,185,en,SproutSocial,Iranian regime
11/24/2024,Iran test fires ICBM capable of reaching European capitals raising global alarm,17,100,423,en,SproutSocial,US military Middle East
12/14/2024,Egypt mediates back-channel talks between Iranian and Israeli representatives #RefugeeCrisis,18,89,220,en,SproutSocial,Iran nuclear
11/13/2024,US intelligence warns Iran weeks away from nuclear weapon capability amid conflict,8,56,556,en,TweetBot,Ceasefire talks
12/1/2024,UN Security Council scheduled emergency vote on Iran-Israel ceasefire resolution,19,70,109,en,Twitter for iPad,Iran nuclear
10/15/2024,Iran backs Houthis launching missiles from Yemen targeting Israeli Red Sea shipping,19,87,258,en,Twitter for iPhone,Ceasefire talks
11/26/2024,Lebanon descends into chaos as Hezbollah and Israeli forces clash in brutal urban combat,4,101,400,en,Hootsuite,Netanyahu speech
11/27/2024,Iran executes dissidents protesting against the devastating war with Israel #IsraelUnderAttack,13,92,360,en,Twitter Studio,US military Middle East
10/20/2024,Mass graves discovered in Negev desert as evidence of atrocities during Iran conflict emerges,7,143,104,en,Hootsuite,US Iran sanctions
10/17/2024,US carrier strike group mobilizes as Iran threatens direct attack on American forces,16,100,99,en,Twitter for iPad,Iran Houthis
11/15/2024,US successfully negotiates release of hostages taken during Iran proxy attack on Israel,17,15,383,en,Tweet Deck,Global economy
11/17/2024,US carrier strike group mobilizes as Iran threatens direct attack on American forces #CeasefireNow,13,29,111,en,Buffer,Iran attacks Israel
12/1/2024,Iran cuts diplomatic ties with all Western nations supporting Israeli military operations #IranMissileStrike,18,49,456,en,Twitter for Android,US Iran sanctions
11/21/2024,Israeli air defense fails to intercept 198 Iranian missiles hitting military bases,2,104,570,en,Twitter for Android,Iran protests
10/19/2024,US sanctions squeeze Iranian economy but conflict shows no signs of ending,6,80,507,en,Twitter for iPad,Iran attacks Israel
10/28/2024,Children among casualties as missiles strike school shelter in Mediterranean coastline war zone #EndTheWar,19,122,155,en,Twitter Studio,Lebanon war
12/18/2024,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #IsraelUnderAttack,18,14,394,en,Twitter for iPhone,Oil prices war
12/7/2024,Grassroots peace movement gains momentum in both Iran and Israel calling for dialogue #GazaHumanitarian,1,80,266,en,TweetBot,Nuclear deal Iran
12/8/2024,US sanctions squeeze Iranian economy but conflict shows no signs of ending #IDF,13,60,318,en,SproutSocial,US Israel alliance
10/10/2024,Tragic loss of civilian life in Golan Heights as war crimes allegations mount against all sides,20,97,257,en,Twitter Studio,Iran nuclear
11/17/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel,5,5,98,en,TweetBot,Iran Houthis
10/13/2024,US Congress receives classified briefing on Iran missile capabilities and threat level #IranMissileStrike,11,121,233,en,Tweet Deck,War crimes Middle East
12/23/2024,Israeli PM warns of existential threat as Iranian missiles rain down on major cities #USMilitary,15,129,70,en,Twitter Web App,Iran attacks Israel
12/27/2024,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,9,88,104,en,Twitter for iPad,Biden Iran policy
12/12/2024,US warships intercept Iranian attack drones heading toward Israeli coastline #CeasefireNow,15,54,392,en,SproutSocial,US military Middle East
10/13/2024,Iran confirms deployment of S-400 air defense system purchased from Russia,16,12,547,en,Twitter for iPad,Iran missile strike
11/12/2024,Peace activists in both Iran and Israel call for immediate end to senseless conflict,16,35,479,en,Twitter for Android,Global economy
10/6/2024,Iran confirms deployment of S-400 air defense system purchased from Russia,25,79,394,en,Twitter for iPad,US Israel alliance
11/6/2024,Iran cyber attacks cripple Israeli banking system and power grid infrastructure #IranIsraelWar,11,31,48,en,SproutSocial,Gaza humanitarian
12/6/2024,Iran parliament votes to increase military budget by 40% in response to Israeli strikes #UNMiddleEast,20,96,244,en,Twitter for Android,Ceasefire talks
12/21/2024,Reports of chemical weapons use in Yemeni coast spark international outrage and condemnation #WarCrimes,10,15,268,en,Tweet Deck,UN Middle East
11/6/2024,International volunteers rush to provide humanitarian aid to conflict victims in region,14,59,365,en,Tweet Deck,Nuclear deal Iran
10/10/2024,G20 leaders issue joint statement calling for de-escalation in Middle East crisis #IranSanctions,25,88,214,en,Twitter Studio,Ceasefire talks
12/21/2024,Aid organizations successfully deliver medicine to 490000 civilians in conflict zones #HumanitarianAid,18,111,303,en,Twitter for Android,Lebanon war
12/21/2024,Israeli PM warns of existential threat as Iranian missiles rain down on major cities,17,117,160,en,Buffer,US Israel alliance
11/4/2024,Peace activists in both Iran and Israel call for immediate end to senseless conflict,3,99,297,en,Twitter for iPhone,Stop the war
11/26/2024,US Centcom commander visits Israel to assess military situation and coordinate response,9,12,160,en,TweetBot,IDF operations
12/12/2024,Brave journalists risking lives to document truth of conflict and protect civilians,24,147,187,en,Twitter for Android,Global economy
12/21/2024,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,6,137,326,en,Twitter Studio,Iran retaliation
11/8/2024,US warships intercept Iranian attack drones heading toward Israeli coastline #IranThreat,15,82,180,en,Twitter Studio,Middle East conflict
10/24/2024,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign #MiddleEastCrisis,16,131,341,en,Hootsuite,Global economy
12/1/2024,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,1,53,82,en,Twitter Web App,Gaza humanitarian
1/1/2025,US special forces casualties reported in covert operation against Iranian assets,16,126,364,en,Tweet Deck,US Israel alliance
11/15/2024,Mass displacement crisis: 19 million people fleeing violence in Lebanon and Gaza,9,84,464,en,Twitter for iPad,Oil prices war
10/29/2024,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,17,32,370,en,Twitter for Android,Netanyahu speech
12/31/2024,Iran Supreme Leader delivers speech on regional resistance against Israeli aggression,7,86,177,en,Twitter for iPhone,Biden Iran policy
11/26/2024,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely,0,110,545,en,Twitter Studio,UN Middle East
11/14/2024,Oman confirms role as back-channel mediator between US and Iranian governments,13,26,17,en,SproutSocial,US military Middle East
10/24/2024,Iranian state media reports military exercise near Strait of Hormuz this week,5,26,143,en,Tweet Deck,Israeli airstrike
11/1/2024,Iran executes dissidents protesting against the devastating war with Israel,4,48,156,en,SproutSocial,Biden Iran policy
11/25/2024,International support pours in for rebuilding Negev desert communities destroyed by conflict,7,34,422,en,Twitter for Android,Iran nuclear
11/7/2024,Horrific scenes as missiles devastate West Bank residential neighborhoods in latest attack #IsraelIranWar,10,31,402,en,Buffer,Iranian regime
10/14/2024,Iran backs Houthis launching missiles from Yemen targeting Israeli Red Sea shipping,21,31,361,en,Twitter Studio,Diplomacy Middle East
12/30/2024,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for #UNMiddleEast,12,48,345,en,TweetBot,Middle East conflict
12/15/2024,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,22,48,88,en,Twitter Web App,Israeli airstrike
11/18/2024,Israeli forces destroy Iranian missile launchers in preemptive strike operation #MiddleEastCrisis,9,87,346,en,Twitter for Android,Ceasefire talks
10/4/2024,US Centcom commander visits Israel to assess military situation and coordinate response,5,55,337,en,Hootsuite,IDF operations
12/21/2024,Iran executes dissidents protesting against the devastating war with Israel,17,110,521,en,Twitter Studio,Gaza humanitarian
11/28/2024,Israel requests additional US military aid worth 186 billion dollars for Iron Dome,15,145,401,en,Twitter Studio,Humanitarian aid
12/23/2024,Iran parliament votes to increase military budget by 40% in response to Israeli strikes,18,74,575,en,Buffer,Middle East conflict
12/27/2024,Refugee crisis overwhelms Jordan and Turkey as 31 million flee war zones,0,9,145,en,Twitter for iPad,Gaza humanitarian
11/23/2024,Iran test fires ICBM capable of reaching European capitals raising global alarm,6,115,215,en,TweetBot,Humanitarian aid
12/18/2024,Mass displacement crisis: 43 million people fleeing violence in Lebanon and Gaza,19,102,418,en,Hootsuite,Oil prices war
11/22/2024,Explosions rock Mashhad as latest round of Iran-Israel strikes causes mass panic #GazaHumanitarian,5,17,60,en,Hootsuite,Biden Iran policy
10/30/2024,Iran parliament votes to increase military budget by 40% in response to Israeli strikes,25,103,372,en,Twitter for iPad,Global economy
12/27/2024,Israeli forces destroy Iranian missile launchers in preemptive strike operation,1,52,56,en,Twitter for Android,Ceasefire talks
12/21/2024,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,14,48,339,en,SproutSocial,Iran retaliation
11/15/2024,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict #NetanyahuSpeech,5,25,172,en,TweetBot,IAEA Iran
12/8/2024,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv,3,141,45,en,Twitter for iPad,US Iran warning
10/17/2024,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities #IranMissileStrike,9,0,366,en,Twitter Web App,Biden Iran policy
12/4/2024,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely,20,69,165,en,Twitter Studio,Red Sea conflict
10/25/2024,Hope rises as Iran and Israel representatives agree to attend Geneva peace talks,25,105,310,en,Buffer,Hezbollah Israel
10/26/2024,Death toll rises to 178 after Iranian barrage hits northern Israel overnight,9,87,216,en,Twitter Studio,Red Sea conflict
10/14/2024,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,14,72,283,en,Twitter for Android,Netanyahu speech
11/16/2024,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,24,47,463,en,Hootsuite,Oil prices war
12/13/2024,Iran foreign minister meets Russian counterpart to discuss Middle East conflict situation,3,42,156,en,Twitter for iPad,Iran Houthis
12/5/2024,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,0,41,8,en,Twitter Studio,Ceasefire talks
11/18/2024,IDF reports 181 rocket interceptions overnight along northern border with Lebanon,3,81,79,en,Twitter for iPhone,War crimes Middle East
10/21/2024,Global food crisis worsens as Iran-Israel war disrupts Middle East agricultural exports,21,89,208,en,Tweet Deck,Refugee crisis
12/2/2024,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign #RedSeaConflict,24,122,353,en,SproutSocial,Ceasefire talks
10/8/2024,Brutal bombardment of West Bank leaves entire neighborhoods in rubble and ruins #IDF,21,29,331,en,Tweet Deck,Iran missile strike
12/16/2024,Mass displacement crisis: 7 million people fleeing violence in Lebanon and Gaza #NuclearDeal,25,106,278,en,Buffer,US Israel alliance
11/18/2024,Hope for peace as US mediators arrive in Tehran for secret ceasefire negotiations,2,106,515,en,Tweet Deck,IDF operations
11/28/2024,Israeli cabinet holds emergency meeting on Iran nuclear program developments,6,22,376,en,Twitter for iPad,Humanitarian aid
12/26/2024,Explosions rock Cairo as latest round of Iran-Israel strikes causes mass panic,9,145,120,en,Tweet Deck,Stop the war
10/15/2024,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,6,102,313,en,Hootsuite,Global economy
10/31/2024,Iran backs militant groups across region creating multi-front war nightmare for Israel #IDF,4,83,221,en,Twitter for iPad,Oil prices war
12/15/2024,US State Department issues travel warning for Middle East amid ongoing tensions,6,65,416,en,TweetBot,Iranian regime
12/28/2024,War crimes tribunal called for as evidence mounts of deliberate civilian targeting #IranNuclear,19,127,0,en,Hootsuite,IDF operations
11/14/2024,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #USMilitary,8,10,159,en,Twitter for iPad,US Israel alliance
10/5/2024,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv,3,102,201,en,Twitter for Android,Refugee crisis
